98843276,847
74204598,361
99497875,350
25142995,333
99941858,326
98918491,322
99323103,315
99789530,312
99737527,291
99644858,291
98670336,291
99433294,291
99290867,291
96255497,291
99494459,291
92614887,291
99843060,291
99589893,291
99447134,291
98655978,291
99138141,291
98172487,291
98759679,291
99393111,291
98599473,291
98986053,291
98634833,291
99348680,291
99205343,291
99302194,291
98653362,291
98105838,291
99704257,291
87975625,291
99730374,291
99714270,291
99505554,291
97309744,291
99154125,291
99064980,291
94034881,291
99851885,291
99333180,291
99920550,291
98671416,291
99255777,291
98651001,291
99171718,291
98740086,291
97652566,291
99337231,291
98082246,291
99798893,291
89117721,291
99350816,291
99375685,291
98426307,291
98629727,291
99618699,291
99645918,291
99692705,291
99599572,291
99568858,291
99928697,291
99572067,291
98919482,291
99463268,291
99340718,291
99173030,291
98512479,291
99315105,291
99259702,291
99169821,291
99808042,291
99390247,291
99843133,291
99578874,291
99174696,291
99466892,291
98145384,291
98687438,291
99148834,291
98718095,291
98837339,291
99589494,291
99087672,291
99557280,291
99119388,291
99055332,291
98537520,291
99532892,291
98520360,291
99894254,291
99138143,291
99640864,291
99834967,291
96893906,291
98528641,291
98675379,291
98900800,291
99483538,291
99560953,291
98842841,291
99308393,291
99322960,291
99446933,291
87035855,291
99283049,291
99174196,291
98397318,291
99157485,291
98682939,291
99547205,291
99945329,291
99093183,291
99770714,291
98803056,291
99040491,291
99474490,291
99228534,291
99216042,291
86907177,290
99225856,290
99222370,290
99245345,290
98799996,290
99357976,289
99622264,289
99656070,288
99123551,286
98550243,274
25772183,273
16661984,266
89096613,256
99010258,249
98570043,240
98650087,238
99935643,238
99582239,238
99155241,238
98364709,238
98783635,238
99081519,238
96860906,238
98534018,238
99794221,238
99378490,238
99001439,238
99943630,238
98988799,238
98509072,238
98645173,238
99084173,238
99927500,238
99207367,238
99215113,238
99556326,238
99109059,238
99117369,238
99801398,238
96547116,238
98656062,238
98691213,238
99723436,238
99757422,238
99139877,238
99946370,238
99917471,238
99717429,238
99346853,238
99085972,238
98931783,238
99590070,238
99834798,238
99578285,238
98103381,238
99769523,238
98571312,238
99788026,238
98546967,238
98261211,238
98350508,238
98243275,238
98477687,238
99963549,236
97787490,236
96780130,236
99178181,236
99043122,236
98646183,236
98576351,236
98646713,236
99183978,236
98721214,236
99218405,236
99473470,236
98093977,236
99164245,236
97194795,236
94748363,236
98593046,236
99927078,236
99839387,236
98588373,235
92133770,235
99163587,235
98817401,226
98533077,226
24694037,221
98931678,216
99925682,215
99591847,210
99715656,198
99496833,194
96768830,194
99704602,194
90436995,194
99539883,194
99514341,194
99963606,184
98823513,179
98615416,179
78214482,178
99341210,176
99341471,176
99338480,176
99122551,176
99273254,176
99112557,175
99118282,175
99117906,174
98695581,173
98870952,173
99944949,172
99018169,172
99701387,171
99600289,170
99331757,169
99486367,169
98950142,169
99536931,169
99396906,169
98998837,167
99530183,167
98850563,167
98939001,167
99498469,167
99337154,165
98630424,165
98830453,164
99937773,164
99939854,163
99745760,163
99956560,163
99945065,163
99332537,162
99318949,162
98755545,162
99563547,161
98682487,161
99628448,161
99585936,161
99640727,161
98639270,160
99477857,160
99491581,160
98853585,158
98921425,158
98532306,158
99148435,158
98926944,158
98499661,158
98653031,158
99271650,158
99297779,158
99477836,158
98628198,157
98678242,157
99161914,157
98625144,157
98599268,157
99792158,157
98639134,157
98637941,157
98595445,157
98628346,157
98625098,156
98636141,156
99565125,156
98629530,156
98660035,156
98599810,156
98571421,155
98595324,155
99156296,155
99015957,154
98595652,154
99143877,154
98854329,151
98556623,150
98671996,150
99776173,149
99769367,149
98889578,149
98899296,149
88709756,149
99293871,149
99194251,148
95831076,147
98429226,146
98854395,146
99894321,146
99013465,146
94290496,146
64438746,146
99789076,146
99013615,146
99950848,146
98963571,146
99549275,145
98568387,145
99205048,145
99107344,145
99110842,145
98757994,145
99536126,145
98547332,145
99185788,145
98692957,145
99892207,145
99897085,145
99854025,145
99194877,145
97477598,143
99948525,140
93592476,139
99867021,139
98540272,137
97705736,137
99877585,137
99699922,137
99511876,137
98611386,132
99633865,130
98605931,126
99739130,126
99518547,126
99780576,126
99335960,126
98125685,124
99656818,120
98299132,120
78149676,115
99371474,113
40699482,113
99672631,112
94726133,112
99202400,111
98992903,110
99875394,110
99300949,110
99287799,110
99172168,110
98819986,110
98575759,110
99123069,110
99389893,110
99543781,110
99169891,110
99164810,110
99296646,108
98512901,105
99378607,105
99922175,105
98587806,105
94741429,105
99047682,105
98988736,105
98752066,105
99619243,105
99925156,105
99059602,105
98608749,105
99683279,105
99499418,105
99818001,105
99515122,105
92617428,105
99543094,105
99768558,105
98515093,105
98640967,105
98562115,105
97030534,105
99807771,105
97601250,105
99337540,104
99317872,104
99622817,102
99529564,102
97049610,102
98812414,102
99899482,102
99776211,102
99435410,102
99329308,102
98890597,102
97962776,102
99473779,102
99776724,102
96913433,102
99092163,102
98845852,102
99577383,102
99325831,102
99663455,102
71837028,100
